best_coin,best_change,worst_coin,worst_change,average_change,top1_coin,top1_change,top2_coin,top2_change,top3_coin,top3_change,coins_up,coins_down,ultima_atualizacao
Ethereum,6.90252,XRP,-0.26677,1.7585950000000001,Ethereum,6.90252,TRON,3.46128,Cardano,2.57316,7,3,2025-06-10 13:53:05
